Grad Year,Course,Type,Year
2014,Advanced Algebra,final course grade,2010 - 2011
2014,Advanced Calculus,term grade,2013 - 2014
2014,Advanced Calculus,term grade,2013 - 2014
2014,Advanced Calculus,term grade,2013 - 2014
2014,Advanced Calculus,regular grade,2013 - 2014
2014,Advanced Statistics,term grade,2013 - 2014
2014,Advanced Statistics,term grade,2013 - 2014
2014,Advanced Statistics,term grade,2013 - 2014
2014,Advanced Statistics,regular grade,2013 - 2014
2014,Introduction to Programming,term grade,2013 - 2014
2014,Introductory Calculus,term grade,2012 - 2013
2014,Introductory Calculus,term grade,2012 - 2013
2014,Introductory Calculus,term grade,2012 - 2013
2014,Introductory Calculus,regular grade,2012 - 2013
2014,Math Analysis,final term grade,2011 - 2012
2014,Math Analysis,final term grade,2011 - 2012
2014,Math Analysis,final term grade,2011 - 2012
2014,Math Analysis,final course grade,2011 - 2012
,Geometry,term grade,2012 - 2013
,Geometry,term grade,2012 - 2013
,Geometry,term grade,2012 - 2013
,Geometry,regular grade,2012 - 2013
2011,Introductory Calculus,final term grade,2010 - 2011
2011,Introductory Calculus,final term grade,2010 - 2011
2011,Introductory Calculus,final term grade,2010 - 2011
2011,Introductory Calculus,final course grade,2010 - 2011
2011,Math Analysis,final term grade,2009 - 2010
2011,Math Analysis,final course grade,2009 - 2010
2011,Math Analysis,final term grade,2009 - 2010
2011,Math Analysis,final term grade,2009 - 2010
,Geometry,final term grade,2009 - 2010
2020,Advanced Algebra,term grade,2017 - 2018
2020,Advanced Algebra,term grade,2017 - 2018
2020,Advanced Algebra,term grade,2017 - 2018
2020,Advanced Algebra,regular grade,2017 - 2018
2020,Geometry,term grade,2016 - 2017
2020,Geometry,term grade,2016 - 2017
2020,Geometry,term grade,2016 - 2017
2020,Geometry,regular grade,2016 - 2017
2015,Advanced Algebra,final term grade,2011 - 2012
2015,Advanced Algebra,final term grade,2011 - 2012
2015,Advanced Algebra,final term grade,2011 - 2012
2015,Advanced Algebra,final course grade,2011 - 2012
2015,Advanced Calculus,term grade,2014 - 2015
2015,Advanced Calculus,term grade,2014 - 2015
2015,Advanced Calculus,term grade,2014 - 2015
2015,Advanced Calculus,regular grade,2014 - 2015
2015,Introductory Calculus,term grade,2013 - 2014
2015,Introductory Calculus,term grade,2013 - 2014
2015,Introductory Calculus,term grade,2013 - 2014
2015,Introductory Calculus,regular grade,2013 - 2014
2015,Math Analysis,term grade,2012 - 2013
2015,Math Analysis,term grade,2012 - 2013
2015,Math Analysis,term grade,2012 - 2013
2015,Math Analysis,regular grade,2012 - 2013
2015,Math Tutor,term grade,2013 - 2014
2015,Math Tutor,term grade,2013 - 2014
2015,STEM Tutor,term grade,2014 - 2015
2015,STEM Tutor,term grade,2014 - 2015
2018,Advanced Algebra,term grade,2015 - 2016
2018,Advanced Algebra,term grade,2015 - 2016
2018,Advanced Algebra,regular grade,2015 - 2016
2018,Advanced Algebra,term grade,2015 - 2016
2018,Geometry,term grade,2014 - 2015
2018,Geometry,term grade,2014 - 2015
2018,Geometry,term grade,2014 - 2015
2018,Geometry,regular grade,2014 - 2015
2018,Introductory Calculus,term grade,2017 - 2018
2018,Introductory Calculus,term grade,2017 - 2018
2018,Introductory Calculus,term grade,2017 - 2018
2018,Introductory Calculus,regular grade,2017 - 2018
2018,Math Analysis,term grade,2016 - 2017
2018,Math Analysis,term grade,2016 - 2017
2018,Math Analysis,term grade,2016 - 2017
2018,Math Analysis,regular grade,2016 - 2017
2012,Advanced Calculus,final term grade,2011 - 2012
2012,Advanced Calculus,final term grade,2011 - 2012
2012,Advanced Calculus,final term grade,2011 - 2012
2012,Advanced Calculus,final course grade,2011 - 2012
2012,Introductory Calculus,final term grade,2010 - 2011
2012,Introductory Calculus,final course grade,2010 - 2011
2012,Introductory Calculus,final term grade,2010 - 2011
2012,Introductory Calculus,final term grade,2010 - 2011
2012,Math Analysis,final term grade,2009 - 2010
2012,Math Analysis,final course grade,2009 - 2010
2012,Math Analysis,final term grade,2009 - 2010
2012,Math Analysis,final term grade,2009 - 2010
2020,Advanced Algebra,term grade,2016 - 2017
2020,Advanced Algebra,term grade,2016 - 2017
2020,Advanced Algebra,term grade,2016 - 2017
2020,Advanced Algebra,regular grade,2016 - 2017
2020,Introductory Calculus,term grade,2017 - 2018
2020,Introductory Calculus,term grade,2017 - 2018
2020,Introductory Calculus,term grade,2017 - 2018
2020,Introductory Calculus,regular grade,2017 - 2018
2012,Advanced Algebra,final term grade,2010 - 2011
2012,Advanced Algebra,final term grade,2010 - 2011
2012,Advanced Algebra,final course grade,2010 - 2011
2012,Advanced Algebra,final term grade,2010 - 2011
2012,Geometry,final term grade,2009 - 2010
2012,Geometry,final term grade,2009 - 2010
2012,Geometry,final term grade,2009 - 2010
2012,Geometry,final course grade,2009 - 2010
2012,Introduction to Programming I,final course grade,2010 - 2011
2012,Introductory Calculus,final term grade,2011 - 2012
2012,Introductory Calculus,final term grade,2011 - 2012
2012,Introductory Calculus,final course grade,2011 - 2012
2012,Introductory Calculus,final term grade,2011 - 2012
2014,Advanced Algebra,final term grade,2011 - 2012
2014,Advanced Algebra,final term grade,2011 - 2012
2014,Advanced Algebra,final course grade,2011 - 2012
2014,Advanced Algebra,final term grade,2011 - 2012
2014,Advanced Statistics,term grade,2013 - 2014
2014,Advanced Statistics,term grade,2013 - 2014
2014,Advanced Statistics,term grade,2013 - 2014
2014,Advanced Statistics,regular grade,2013 - 2014
2014,Geometry,final term grade,2010 - 2011
2014,Geometry,final term grade,2010 - 2011
2014,Geometry,final term grade,2010 - 2011
2014,Geometry,final course grade,2010 - 2011
2014,Math Analysis,term grade,2012 - 2013
2014,Math Analysis,term grade,2012 - 2013
2011,Advanced Calculus,final term grade,2010 - 2011
2011,Advanced Calculus,final term grade,2010 - 2011
2011,Advanced Calculus,final course grade,2010 - 2011
2011,Advanced Calculus,final term grade,2010 - 2011
2011,Introductory Calculus,final term grade,2009 - 2010
2011,Introductory Calculus,final term grade,2009 - 2010
2011,Introductory Calculus,final term grade,2009 - 2010
2011,Introductory Calculus,final course grade,2009 - 2010
2021,Advanced Algebra,term grade,2017 - 2018
2021,Advanced Algebra,term grade,2017 - 2018
2021,Advanced Algebra,term grade,2017 - 2018
2021,Advanced Algebra,regular grade,2017 - 2018
,Advanced Algebra,term grade,2014 - 2015
,Algebra I,term grade,2012 - 2013
,Algebra I,term grade,2012 - 2013
,Algebra I,term grade,2012 - 2013
,Algebra I,regular grade,2012 - 2013
,Geometry,term grade,2013 - 2014
,Geometry,term grade,2013 - 2014
,Geometry,term grade,2013 - 2014
,Geometry,regular grade,2013 - 2014
2013,Advanced Algebra,final term grade,2010 - 2011
2013,Advanced Algebra,final term grade,2010 - 2011
2013,Advanced Algebra,final term grade,2010 - 2011
2013,Advanced Algebra,final course grade,2010 - 2011
2013,Geometry,final term grade,2009 - 2010
2013,Geometry,final term grade,2009 - 2010
2013,Geometry,final course grade,2009 - 2010
2013,Geometry,final term grade,2009 - 2010
2013,Introductory Calculus,term grade,2012 - 2013
2013,Introductory Calculus,term grade,2012 - 2013
2013,Introductory Calculus,term grade,2012 - 2013
2013,Introductory Calculus,regular grade,2012 - 2013
2013,Math Analysis,final term grade,2011 - 2012
2013,Math Analysis,final term grade,2011 - 2012
2013,Math Analysis,final term grade,2011 - 2012
2013,Math Analysis,final course grade,2011 - 2012
2010,Math Analysis,final term grade,2009 - 2010
2010,Math Analysis,final term grade,2009 - 2010
2010,Math Analysis,final term grade,2009 - 2010
2010,Math Analysis,final course grade,2009 - 2010
2017,Advanced Algebra,term grade,2013 - 2014
2017,Advanced Algebra,term grade,2013 - 2014
2017,Advanced Algebra,term grade,2013 - 2014
2017,Advanced Algebra,regular grade,2013 - 2014
2017,Advanced Calculus,term grade,2016 - 2017
2017,Advanced Calculus,term grade,2016 - 2017
2017,Advanced Calculus,term grade,2016 - 2017
2017,Advanced Calculus,regular grade,2016 - 2017
2017,Introduction to Programming,term grade,2015 - 2016
2017,Introductory Calculus,term grade,2015 - 2016
2017,Introductory Calculus,term grade,2015 - 2016
2017,Introductory Calculus,regular grade,2015 - 2016
2017,Introductory Calculus,term grade,2015 - 2016
2017,Math Analysis,term grade,2014 - 2015
2017,Math Analysis,term grade,2014 - 2015
2017,Math Analysis,term grade,2014 - 2015
2017,Math Analysis,regular grade,2014 - 2015
2019,Advanced Algebra,term grade,2015 - 2016
2019,Advanced Algebra,term grade,2015 - 2016
2019,Advanced Algebra,regular grade,2015 - 2016
2019,Advanced Algebra,term grade,2015 - 2016
2019,Advanced Calculus,term grade,2017 - 2018
2019,Advanced Calculus,term grade,2017 - 2018
2019,Math Analysis,term grade,2016 - 2017
2019,Math Analysis,term grade,2016 - 2017
2019,Math Analysis,term grade,2016 - 2017
2019,Math Analysis,regular grade,2016 - 2017
2019,Statistics & Social Justice,term grade,2016 - 2017
2017,Advanced Algebra,term grade,2013 - 2014
2017,Advanced Algebra,term grade,2013 - 2014
2017,Advanced Algebra,term grade,2013 - 2014
2017,Advanced Algebra,regular grade,2013 - 2014
2017,Advanced Calculus,term grade,2015 - 2016
2017,Advanced Calculus,term grade,2015 - 2016
2017,Advanced Calculus,regular grade,2015 - 2016
2017,Advanced Calculus,term grade,2015 - 2016
2017,Advanced Topics,term grade,2016 - 2017
2017,Math Analysis,term grade,2014 - 2015
2017,Math Analysis,term grade,2014 - 2015
2017,Math Analysis,term grade,2014 - 2015
2017,Math Analysis,regular grade,2014 - 2015
2017,Multivariable Calculus,term grade,2016 - 2017
2017,Multivariable Calculus,term grade,2016 - 2017
2017,STEM Tutor,term grade,2015 - 2016
2017,STEM Tutor,term grade,2015 - 2016
2017,STEM Tutor,term grade,2016 - 2017
2017,STEM Tutor,term grade,2016 - 2017
2018,Advanced Algebra,term grade,2014 - 2015
2018,Advanced Algebra,term grade,2014 - 2015
2018,Advanced Algebra,term grade,2014 - 2015
2018,Advanced Algebra,regular grade,2014 - 2015
2018,Advanced Calculus,term grade,2017 - 2018
2018,Advanced Calculus,regular grade,2017 - 2018
2018,Advanced Calculus,term grade,2017 - 2018
2018,Advanced Calculus,term grade,2017 - 2018
2018,Introductory Calculus,term grade,2016 - 2017
2018,Introductory Calculus,term grade,2016 - 2017
2018,Introductory Calculus,term grade,2016 - 2017
2018,Introductory Calculus,regular grade,2016 - 2017
2018,Math Analysis,term grade,2015 - 2016
2018,Math Analysis,term grade,2015 - 2016
2018,Math Analysis,regular grade,2015 - 2016
2018,Math Analysis,term grade,2015 - 2016
2018,STEM Tutor,term grade,2017 - 2018
2018,STEM Tutor,term grade,2017 - 2018
2016,Advanced Algebra,term grade,2013 - 2014
2016,Advanced Algebra,term grade,2013 - 2014
2016,Advanced Algebra,term grade,2013 - 2014
2016,Advanced Algebra,regular grade,2013 - 2014
2016,Geometry,term grade,2012 - 2013
2016,Geometry,term grade,2012 - 2013
2016,Geometry,term grade,2012 - 2013
2016,Geometry,regular grade,2012 - 2013
2016,Introductory Calculus,term grade,2015 - 2016
2016,Introductory Calculus,term grade,2015 - 2016
2016,Introductory Calculus,term grade,2015 - 2016
2016,Math Analysis,term grade,2014 - 2015
2016,Math Analysis,term grade,2014 - 2015
2016,Math Analysis,term grade,2014 - 2015
2011,Introductory Calculus,final term grade,2010 - 2011
2011,Introductory Calculus,final term grade,2010 - 2011
2011,Introductory Calculus,final term grade,2010 - 2011
2011,Introductory Calculus,final course grade,2010 - 2011
2011,Math Analysis,final term grade,2009 - 2010
2011,Math Analysis,final term grade,2009 - 2010
2011,Math Analysis,final course grade,2009 - 2010
2011,Math Analysis,final term grade,2009 - 2010
,Geometry,final term grade,2011 - 2012
,Geometry,final term grade,2011 - 2012
,Geometry,final term grade,2011 - 2012
,Geometry,final course grade,2011 - 2012
2016,Advanced Algebra,term grade,2014 - 2015
2016,Advanced Algebra,term grade,2014 - 2015
2016,Advanced Algebra,term grade,2014 - 2015
2016,Advanced Algebra,regular grade,2014 - 2015
2016,Algebra I,term grade,2012 - 2013
2016,Algebra I,term grade,2012 - 2013
2016,Algebra I,term grade,2012 - 2013
2016,Algebra I,regular grade,2012 - 2013
2016,Geometry,term grade,2013 - 2014
2016,Geometry,term grade,2013 - 2014
2016,Geometry,term grade,2013 - 2014
2016,Geometry,regular grade,2013 - 2014
2016,Math Analysis,term grade,2015 - 2016
2016,Math Analysis,term grade,2015 - 2016
2016,Math Analysis,regular grade,2015 - 2016
2016,Math Analysis,term grade,2015 - 2016
2016,Advanced Algebra,term grade,2014 - 2015
2016,Advanced Algebra,term grade,2014 - 2015
2016,Advanced Algebra,term grade,2014 - 2015
2016,Advanced Algebra,regular grade,2014 - 2015
2016,Algebra I,term grade,2012 - 2013
2016,Algebra I,term grade,2012 - 2013
2016,Algebra I,term grade,2012 - 2013
2016,Algebra I,regular grade,2012 - 2013
2016,Geometry,term grade,2013 - 2014
2016,Geometry,term grade,2013 - 2014
2016,Geometry,term grade,2013 - 2014
2016,Geometry,regular grade,2013 - 2014
2016,Math Analysis,term grade,2015 - 2016
2016,Math Analysis,term grade,2015 - 2016
2016,Math Analysis,regular grade,2015 - 2016
2016,Math Analysis,term grade,2015 - 2016
2017,Advanced Algebra,term grade,2014 - 2015
2017,Advanced Algebra,term grade,2014 - 2015
2017,Advanced Algebra,term grade,2014 - 2015
2017,Advanced Algebra,regular grade,2014 - 2015
2017,Advanced Statistics,term grade,2016 - 2017
2017,Geometry,term grade,2013 - 2014
2017,Geometry,term grade,2013 - 2014
2017,Geometry,term grade,2013 - 2014
2017,Geometry,regular grade,2013 - 2014
2017,Math Analysis,term grade,2015 - 2016
2017,Math Analysis,term grade,2015 - 2016
2017,Math Analysis,regular grade,2015 - 2016
2017,Math Analysis,term grade,2015 - 2016
2021,Geometry,term grade,2017 - 2018
2021,Geometry,term grade,2017 - 2018
2021,Geometry,term grade,2017 - 2018
2021,Geometry,regular grade,2017 - 2018
,Geometry,term grade,2015 - 2016
,Geometry,term grade,2017 - 2018
2021,Advanced Algebra,term grade,2017 - 2018
2021,Advanced Algebra,term grade,2017 - 2018
2021,Advanced Algebra,term grade,2017 - 2018
2021,Advanced Algebra,regular grade,2017 - 2018
2019,Advanced Algebra,term grade,2016 - 2017
2019,Advanced Algebra,term grade,2016 - 2017
2019,Advanced Algebra,regular grade,2016 - 2017
2019,Advanced Algebra,term grade,2016 - 2017
2019,Geometry,term grade,2015 - 2016
2019,Geometry,term grade,2015 - 2016
2019,Geometry,regular grade,2015 - 2016
2019,Geometry,term grade,2015 - 2016
2019,Math Analysis,term grade,2017 - 2018
2019,Math Analysis,term grade,2017 - 2018
2019,Math Analysis,term grade,2017 - 2018
2019,Math Analysis,regular grade,2017 - 2018
2021,Advanced Algebra,term grade,2017 - 2018
2021,Advanced Algebra,term grade,2017 - 2018
2021,Advanced Algebra,term grade,2017 - 2018
2021,Advanced Algebra,regular grade,2017 - 2018
2010,Introduction to Programming I,final course grade,2009 - 2010
2010,Multivariable Calculus,final term grade,2009 - 2010
2010,Multivariable Calculus,final term grade,2009 - 2010
2010,Multivariable Calculus,final course grade,2009 - 2010
2010,Multivariable Calculus,final term grade,2009 - 2010
2018,Advanced Algebra,term grade,2014 - 2015
2018,Advanced Algebra,term grade,2014 - 2015
2018,Advanced Algebra,term grade,2014 - 2015
2018,Advanced Algebra,regular grade,2014 - 2015
2018,Advanced Statistics,term grade,2017 - 2018
2018,Advanced Statistics,regular grade,2017 - 2018
2018,Advanced Statistics,term grade,2017 - 2018
2018,Advanced Statistics,term grade,2017 - 2018
2018,Geometry,term grade,2013 - 2014
2018,Geometry,term grade,2013 - 2014
2018,Geometry,term grade,2013 - 2014
2018,Geometry,regular grade,2013 - 2014
2018,Advanced Algebra,term grade,2015 - 2016
2018,Advanced Algebra,term grade,2015 - 2016
2018,Advanced Algebra,regular grade,2015 - 2016
2018,Advanced Algebra,term grade,2015 - 2016
2018,Advanced Statistics,term grade,2017 - 2018
2018,Advanced Statistics,term grade,2017 - 2018
2018,Advanced Statistics,term grade,2017 - 2018
2018,Advanced Statistics,regular grade,2017 - 2018
2018,Functions/Instantaneous Rates,term grade,2016 - 2017
2018,Geometry,term grade,2014 - 2015
2018,Geometry,term grade,2014 - 2015
2018,Geometry,term grade,2014 - 2015
2018,Geometry,regular grade,2014 - 2015
2018,Math Analysis,term grade,2016 - 2017
2018,Probability & Statistics,term grade,2016 - 2017
2014,Advanced Algebra,final term grade,2010 - 2011
2014,Advanced Algebra,final term grade,2010 - 2011
2014,Advanced Algebra,final term grade,2010 - 2011
2014,Advanced Algebra,final course grade,2010 - 2011
2014,Advanced Calculus,term grade,2013 - 2014
2014,Advanced Calculus,term grade,2013 - 2014
2014,Advanced Calculus,term grade,2013 - 2014
2014,Advanced Calculus,regular grade,2013 - 2014
2014,Introductory Calculus,term grade,2012 - 2013
2014,Introductory Calculus,term grade,2012 - 2013
2014,Introductory Calculus,term grade,2012 - 2013
2014,Introductory Calculus,regular grade,2012 - 2013
2014,Math Analysis,final term grade,2011 - 2012
2014,Math Analysis,final course grade,2011 - 2012
2014,Math Analysis,final term grade,2011 - 2012
2014,Math Analysis,final term grade,2011 - 2012
